scene_id,room_type,layout_variant,source_config_id,relation_id,subject_class,object_class,predicate,subject_index,object_index,status,is_satisfied,failure_reason,dx,dy,dz,d_xz
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,double bed,wardrobe,in front of,2,0,evaluated,1,,-0.5409352424335396,-0.9416624741406644,2.039686387469489,2.110197027704988
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r001,wardrobe,nightstand,behind,0,1,evaluated,1,,1.4894217359662405,0.9163476561206749,-0.6357858393033602,1.6194445779425017
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r000,double bed,wardrobe,in front of,2,0,evaluated,1,,-0.5409352424335396,-0.9416624741406644,2.039686387469489,2.110197027704988
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r001,wardrobe,nightstand,behind,0,1,evaluated,1,,1.4894217359662405,0.9163476561206749,-0.6357858393033602,1.6194445779425017
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,random_movement_matched_seed0,eg06_random_seed0,r000,double bed,wardrobe,in front of,2,0,evaluated,1,,-0.5409352424335396,-0.9416624741406644,2.039686387469489,2.110197027704988
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,random_movement_matched_seed0,eg06_random_seed0,r001,wardrobe,nightstand,behind,0,1,evaluated,1,,1.4894217359662405,0.9163476561206749,-0.6357858393033602,1.6194445779425017
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,double bed,wardrobe,in front of,2,0,evaluated,1,,-0.5409352424335396,-0.9416624741406644,2.039686387469489,2.110197027704988
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,random_movement_matched_seed1,eg06_random_seed1,r001,wardrobe,nightstand,behind,0,1,evaluated,1,,1.4894217359662405,0.9163476561206749,-0.6357858393033602,1.6194445779425017
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,double bed,wardrobe,in front of,2,0,evaluated,1,,-0.5409352424335396,-0.9416624741406644,2.039686387469489,2.110197027704988
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,random_movement_matched_seed2,eg06_random_seed2,r001,wardrobe,nightstand,behind,0,1,evaluated,1,,1.4894217359662405,0.9163476561206749,-0.6357858393033602,1.6194445779425017
bedroom:12f93edf-43d1-4009-9639-92b3b604b352_SecondBedroom-1145,bedroom,baseline,instructscene_baseline,r000,nightstand,nightstand,right,1,1,evaluated,0,predicate_failed,0.0,0.0,0.0,0.0
bedroom:12f93edf-43d1-4009-9639-92b3b604b352_SecondBedroom-1145,bedroom,baseline,instructscene_baseline,r001,nightstand,pendant lamp,behind,1,0,evaluated,1,,1.1393350991467903,-2.184048940553722,-1.0759941581602581,1.5671145129003268
bedroom:12f93edf-43d1-4009-9639-92b3b604b352_SecondBedroom-1145,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,nightstand,nightstand,right,1,1,evaluated,0,predicate_failed,0.0,0.0,0.0,0.0
